,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
5553933,4311226161,2017-06-18T00:00:00,1623.0,13,,IL,201711.0,,BMW,PA,BK,409 HAYWORTH AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451852.294846,1851097.268429
6844373,4325275721,2018-01-26T00:00:00,1533.0,WS29,,CA,201810.0,,TOYT,PA,SL,1632 WESTWOOD BL,00112,51.0,88.13B+,METER EXP.,63.0,6428583.8932690015,1841794.68604
4914126,4304478301,2017-03-08T00:00:00,2018.0,,,CA,,,MAZD,PA,OR,936 GEORGIA STREET,00601,56.0,80.69AP+,NO STOP/STANDING,93.0,6481045.628209,1839557.055466
4688966,4301954720,2017-02-04T00:00:00,1131.0,34,,CA,,,HOND,PA,WT,8101 BLACKBURN AVE,00474,54.0,80.58L,PREFERENTIAL PARKING,68.0,6450908.29,1848507.466036
1057292,4284451846,2016-06-20T00:00:00,130.0,,,CA,201703.0,,FORD,PU,WT,6749 FARMDALE AVENUE,00315,53.0,22514,FIRE HYDRANT,68.0,6446382.1,1892853.6
7348299,4330475074,2018-04-13T00:00:00,1014.0,,,CA,201807.0,,KIA,PA,BK,1234 ARMACOST AVE,00136,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421196.872839,1839424.558791
4949568,4304891264,2017-03-22T00:00:00,814.0,,,CA,,,MERZ,PA,SL,5356 W FRANKLIN AVE,00442,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468898.11291,1860861.333016
8242163,4341606500,2018-10-03T00:00:00,936.0,,,CA,201810.0,,CHEV,PA,BK,101 119TH ST W,00556,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478572.913962,1795080.0511220002
3137843,4270610050,2015-11-04T00:00:00,1214.0,,,CA,201605.0,,NISS,PA,SL,12617 OXNARD STREET,00364,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6405858.6,1888339.0
6660198,4323476706,2017-12-28T00:00:00,1139.0,,,CA,201812.0,,KIA,PA,BK,545 ST ANDREWS PL S,00454,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6467298.719429,1846006.054403
6291547,4318978812,2017-10-14T00:00:00,1551.0,,,CA,201712.0,,TOYT,PA,GY,10200 VENICE BL,00101,51.0,5200,DISPLAY OF PLATES,25.0,6439938.523924,1830451.48929
3350157,4273055382,2015-12-14T00:00:00,1107.0,,,CA,201507.0,,MAZD,PA,WT,6774 YUCCA ST,00487,54.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
4229846,4297588853,2016-11-18T00:00:00,852.0,,,CA,201709.0,,BMW,PA,BL,11417 MISSOURI AVE,00152,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426132.723956,1837619.401221
6882550,4324804282,2018-02-02T00:00:00,1050.0,,,CA,201810.0,,HOND,PA,BL,8048 SELMA AVE,00492,54.0,22500F,PARKED ON SIDEWALK,68.0,6450871.4170492,1858853.40638096
6643488,4323178823,2017-12-22T00:00:00,928.0,,,CA,201701.0,,HYUN,PA,GY,4602 GREENWOOD PL,00449,54.0,80.56E4+,RED ZONE,93.0,6473800.515602,1861976.412746
5746671,4313192785,2017-07-24T00:00:00,1221.0,,,CA,,,LEXS,PA,WT,847 GENESEE AVE,00175,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452742.854918,1844485.089657
3318275,4272457291,2015-12-08T00:00:00,954.0,CB203,,CA,,,FORD,PA,BK,1500 GRAND AVE S,00651,56.0,88.03A,OUTSIDE LINES/METER,58.0,6473434.5,1724470.4
8072993,4338250851,2018-08-31T00:00:00,1206.0,,,CA,201901.0,,TOYT,PA,GO,2602 NEWELL ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
5679992,4312301711,2017-07-24T00:00:00,817.0,,,CA,201712.0,,VOLK,PA,WT,7965 WILLOUGHBY AVE,00491,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451760.2076980015,1854309.704909
2683743,4264757081,2015-08-21T00:00:00,1209.0,OS287,,CA,201601.0,,TOYT,PA,PR,11301 MISSISSIPPI AV,00111,51.0,88.13B+,METER EXP.,63.0,6427624.8,1837074.2
6448228,4320963010,2017-11-13T00:00:00,851.0,,,FL,201712.0,,PORS,PA,SL,1135 81ST PL W,00551,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472258.44515169,1809808.2304489
5609816,1115324490,2017-07-22T00:00:00,1315.0,,,CA,201705.0,,VOLK,PA,BK,WASHINGTON/OFW,14FB3,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
4447805,4300102796,2016-12-22T00:00:00,1211.0,,,CA,201704.0,,TOYT,PA,SL,7390 CASE AVENUE,00352,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449037.79879109,1897090.24444607
1063669,1109119653,2016-06-05T00:00:00,1429.0,,,CA,201612.0,,DODG,PA,WH,WESTERN CYN ROAD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
3676043,4292350053,2016-08-27T00:00:00,948.0,,910.0,CA,201608.0,,TOYT,PA,BK,708 14TH PL E,00662,56.0,80.69C,PARKED OVER TIME LIM,58.0,6484416.7,1833811.6
4333216,4298462766,2016-12-08T00:00:00,931.0,,,CA,201701.0,,BMW,PA,BL,11848 MAYFIELD AVENUE,00113,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420581.221342,1840863.119783
3460189,4288164591,2016-07-24T00:00:00,638.0,,,CA,201608.0,,CHEV,PA,RD,2501 STANFORD AVE S,00500,55.0,80.56E4+,RED ZONE,93.0,6483235.9,1830347.1
8384576,4342374632,2018-11-01T00:00:00,1253.0,,,CA,201709.0,,BMW,PA,SL,8950 A/F FLEETWING AVE,908R,51.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
2611172,4265238353,2015-08-10T00:00:00,1904.0,,,CA,201510.0,,MNNI,PA,GY,1350 ABBOT KINNEY BLVD S,00111,51.0,80.56E1,WHITE ZONE,58.0,6420177.5,1819375.3
2089878,4259241501,2015-05-18T00:00:00,1618.0,,,CA,201511.0,,FORD,VN,GO,430 CESAR E CHAVEZ W,00632,56.0,80.70,NO STOPPING/ANTI-GRI,163.0,99999.0,99999.0
4226952,4297535535,2016-11-30T00:00:00,1424.0,LT50A,,CA,201702.0,,FORD,PA,BL,334 2ND ST E,00631,56.0,88.13B+,METER EXP.,63.0,6486832.442865,1841629.568868
6897001,4325347176,2018-02-05T00:00:00,219.0,,,CA,201810.0,,MERZ,PA,BK,8734 BURNET AVENUE,00321,53.0,22500E,BLOCKING DRIVEWAY,68.0,6421628.145936,1905993.875015
5651443,4311862450,2017-07-04T00:00:00,1207.0,,,CA,201705.0,,TOYT,PA,SL,11700 LA GRANGE AVE,00107,51.0,5204A-,DISPLAY OF TABS,25.0,6425248.860636001,1836167.655159
4260556,4298097661,2016-11-18T00:00:00,733.0,,,CA,201608.0,,NISS,PA,YE,7341 CAHUENGA BLVD,00357,53.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
3220520,4270954192,2015-11-19T00:00:00,912.0,,,CA,201609.0,,CHEV,TK,WT,130 F ST W,00563,55.0,80.73.2,EXCEED 72HRS-ST,68.0,99999.0,99999.0
7666284,4333875081,2018-06-14T00:00:00,911.0,,,CA,201906.0,,PONT,PA,RD,973 WELLESLEY AVE,00154,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418400.131763,1839126.984277
3555097,4290284740,2016-08-09T00:00:00,1231.0,CC845,,CA,201611.0,,KIA,PA,WT,401 FIGUEROA ST N,00788,56.0,88.13B+,METER EXP.,63.0,6484164.9,1842003.6
2767622,4266519154,2015-09-03T00:00:00,1203.0,,,CA,201509.0,,TOYT,PU,SL,1625 SUMMITRIDGE DR,00184,51.0,80.69B,NO PARKING,73.0,99999.0,99999.0
5039967,4304949283,2017-04-03T00:00:00,1422.0,VN725,,CA,201708.0,,NISS,PA,BK,6300 SYLMAR AV,00396,53.0,88.13B+,METER EXP.,63.0,6426621.7976279985,1889881.568246
7462587,4331592812,2018-05-09T00:00:00,2316.0,26,,CA,201811.0,,TOYT,PA,BK,10925 TENNESSEE AVE,00203,51.0,80.58L,PREFERENTIAL PARKING,68.0,6430754.305419,1837728.947079
5592550,4311968430,2017-06-22T00:00:00,239.0,,,CA,201804.0,,FORD,TK,WT,601 EAST 43RD STREET,00500,55.0,80.56E4+,RED ZONE,93.0,6481278.847798,1824561.819531
4454481,4300266040,2016-12-29T00:00:00,1337.0,HO263,,CA,201705.0,,JAGU,PA,WT,6500 SELMA AV,00483,54.0,88.13B+,METER EXP.,63.0,6461452.299583,1858854.320189
1060982,4285632643,2016-06-20T00:00:00,2210.0,,,CA,201612.0,,BUIC,PA,GY,15011 DELANO STREET,00309,53.0,80.69B,NO PARKING,73.0,6422589.5,1889141.7
2239158,4259228481,2015-06-11T00:00:00,1815.0,21,,CA,201602.0,,FORD,PU,RD,10935 MISSOURI AVE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6429193.3,1839797.3
5643091,4311695076,2017-07-16T00:00:00,1908.0,,,CA,201704.0,,MERZ,PA,WT,1770 IVAR AVE,00402,54.0,80.69B,NO PARKING,73.0,6462319.934089,1860119.062779
5503479,4310538385,2017-06-05T00:00:00,1730.0,,,CA,201712.0,,NISS,PA,GY,R/O 639 CHANNEL ST,00500,55.0,80.69B,NO PARKING,73.0,6473078.46356765,1732896.95987629
2516832,4262201506,2015-07-27T00:00:00,820.0,,,CA,,,TOYT,PA,SL,1828 WILCOX AVENUE,00441,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4919248,4304538280,2017-03-13T00:00:00,1013.0,,,CA,201710.0,,FORD,PA,GO,22016 LEADWELL STREET,00371,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6378324.717355,1897080.907553
7796085,4335876576,2018-07-09T00:00:00,814.0,,,CA,201902.0,,CHEV,PA,RD,7942 VENTURA CANYON AVE,00361,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432057.399775,1900979.8016439998
2145510,4259906081,2015-05-27T00:00:00,1612.0,,,CA,201508.0,,OTHR,PA,SL,12020 VICTORY BLVD,00319,53.0,80.70,NO STOPPING/ANTI-GRI,163.0,99999.0,99999.0
4747744,4302828180,2017-02-08T00:00:00,1436.0,,,CA,201611.0,,TOYT,PU,WT,200 E GRAND BLVD,00902,51.0,80.61,STANDNG IN ALLEY,68.0,6418976.12878986,1818369.20721449
6401869,4320274906,2017-11-08T00:00:00,1102.0,,,CA,10.0,,GMC,VN,WT,640 HILL ST S,00657,56.0,80.56E2,YELLOW ZONE,58.0,6484826.360634,1839495.588378
116961,4275844182,2016-01-19T00:00:00,1044.0,,,CA,201602.0,,HOND,PA,GY,14448 GILMORE ST,396B,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6729214,4323586724,2018-01-30T00:00:00,1843.0,,,CA,201808.0,,CHEV,PA,BK,6460 BALBOA BOULEVARD,00300,53.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6410120.953608,1891174.777729
2191032,4260866621,2015-06-03T00:00:00,223.0,,,CA,201512.0,,VOLK,PA,BK,6400 CRESCENT PARK,00111,51.0,80.69B,NO PARKING,73.0,6432056.9,1811839.7
4222652,4297460086,2016-11-07T00:00:00,2016.0,,,CA,201609.0,,FORD,PA,RD,11201 DORA ST,00316,53.0,5204A-,DISPLAY OF TABS,25.0,6448244.488564,1903846.361669
2533886,4263061795,2015-07-29T00:00:00,825.0,BR69,,CA,201510.0,,LNDR,PA,BK,11973 SAN VICENTE BL,00151,51.0,88.13B+,METER EXP.,63.0,6419064.0,1841801.4
5931053,4315083640,2017-08-29T00:00:00,1236.0,,,CA,201804.0,,TOYT,PU,GY,7461 CLINTON ST,00477,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6454948.231908998,1852347.02243
1982069,4257934903,2015-04-29T00:00:00,1129.0,WSV225,,CO,201601.0,,HOND,PA,UN,11906 WILSHIRE BL,00907,51.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
8162208,4339958556,2018-09-20T00:00:00,105.0,,,CA,201901.0,,TOYT,PA,SL,433 NORMANDIE AVE S,402A,54.0,80.56E1,WHITE ZONE,58.0,6470694.348432,1851108.23062
2847018,4266651174,2015-09-17T00:00:00,804.0,,,CA,201601.0,,NISS,PU,SL,1331 ALBANY ST,00641,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478564.3,1838083.5
8445405,4343161001,2018-11-14T00:00:00,1311.0,,,CA,,,TOYT,PA,GY,7343 BAKMAN AVE,360R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6447406.394983,1896758.7159349998
5325698,4308742653,2017-05-15T00:00:00,1059.0,,,CA,201706.0,,CHEV,PU,WT,AF 22017 CANTLAY ST,00371,53.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0
4694684,4302061363,2017-02-15T00:00:00,724.0,47,,CA,201712.0,,MERZ,PA,WT,512 SYCAMORE AVE N,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457806.976523002,1846494.158543
6571023,4322203594,2017-12-08T00:00:00,450.0,,,CA,201805.0,,TOYT,PA,BK,6100 MONTE VISTA ST,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6504153.416607,1863907.306395
451210,4278991253,2016-03-11T00:00:00,1244.0,,,CA,3.0,,CHEV,PU,WT,6716 BLEWETT AVE,369B,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6417059.8,1892814.2
1590563,4252839986,2015-02-24T00:00:00,1059.0,CT487,,CA,8.0,,TOYT,PA,SL,601 COLLEGE ST,00601,56.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
496498,4279622200,2016-03-18T00:00:00,227.0,,,AZ,,,FORD,TK,WT,3700 DELMAS TER,502A,51.0,80.69.2,COMM VEH OVER TIME L,78.0,6440691.8,1831974.4
1654112,4253875172,2015-03-05T00:00:00,748.0,,,CA,201511.0,,NISS,PA,BK,2497 PURDUE AVE,00119,51.0,5200,DISPLAY OF PLATES,25.0,6428780.9,1834244.1
7416163,4331898056,2018-05-01T00:00:00,825.0,,,CA,201810.0,,LEXS,PA,BK,2676 ELLENDALE PL,00536,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474158.155771,1834025.46985
8202667,4340432821,2018-09-27T00:00:00,835.0,,,CA,201907.0,,NISS,PA,SL,1115 256TH ST,00567,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
3767399,4290699803,2016-09-16T00:00:00,1626.0,SV377,,CA,201705.0,,BMW,PA,GY,1400 COLE PL,00486,54.0,88.13B+,METER EXP.,63.0,6461674.7,1857540.6
1195224,4287346265,2016-07-12T00:00:00,1320.0,VL42,,CA,201606.0,,AUDI,PA,GY,1301 ELECTRIC AVE,00904,51.0,88.13B+,METER EXP.,63.0,6419829.0,1819688.5
1168378,4285343871,2016-07-08T00:00:00,916.0,,,CA,201703.0,,NISS,PA,WT,4043 SUNSET DR W,00448,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476924.5,1858227.9
7600592,4332479992,2018-06-04T00:00:00,930.0,,,CA,201809.0,,AUDI,PA,GY,816 WHITE KNOLL DR,00600,56.0,80.56E4+,RED ZONE,93.0,6486147.743665,1846937.09134
3596637,4291904422,2016-08-15T00:00:00,1146.0,,,CA,201703.0,,ACUR,PA,SL,760 MISSION ROAD N,00661,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6493351.1,1834575.8
2769968,1109193131,2015-08-21T00:00:00,1547.0,,,OH,201602.0,,LINC,PA,WH,2800 E OBS RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
841982,4282471524,2016-05-15T00:00:00,340.0,,,CA,201705.0,,TOYT,PA,WT,831 LUCILE ST,00403,54.0,22500F,PARKED ON SIDEWALK,68.0,6475841.6,1853093.9
5416974,1115065302,2017-06-25T00:00:00,1600.0,,,CA,201701.0,,CHEV,PA,GY,9228 WAKEFIELD AVE,19A75,1.0,4000A1,NO EVIDENCE OF REG,50.0,6426244.791016,1909270.040234
8092597,4338625292,2018-09-05T00:00:00,1721.0,NH4,,CA,201808.0,,KIA,PA,GY,4800 LANKERSHIM BL,00101,53.0,88.13B+,METER EXP.,63.0,6449661.333697001,1879960.271716
7905534,4336942540,2018-07-31T00:00:00,1624.0,,,CA,,,UNK,TR,BK,2424 LELAND ST S,00500,55.0,80.61,STANDNG IN ALLEY,68.0,6470061.6011919975,1721439.326161
7379285,4330932480,2018-04-25T00:00:00,1135.0,,,CA,201901.0,,DODG,VN,OT,240 FIGUEROA ST N,00661,56.0,80.69AA+,NO STOP/STAND,93.0,6484829.407103,1842846.295089
1240500,4246634490,2014-11-01T00:00:00,1611.0,,,CA,201505.0,8400,FORD,PA,GY,1653 ABBOT KINNEY BLVD,00305,51.0,22514,FIRE HYDRANT,68.0,6421197.3,1818946.7
6088768,4316744331,2017-09-06T00:00:00,1028.0,,,CA,201806.0,,NISS,PA,BK,12901 FILMORE STREET,00342,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6436610.19403408,1923555.41159056
6625842,4322929516,2017-12-21T00:00:00,1607.0,,,CA,201806.0,,HOND,PA,WT,1416 WASHINGTON BLVD E,00600,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6474673.087093,1837073.177014
2590244,4264472726,2015-08-06T00:00:00,1438.0,MD549,,CA,201604.0,,DODG,PA,WT,1300 SAN PABLO ST,00672,56.0,88.13B+,METER EXP.,63.0,6499698.9,1844071.1
2748524,4265870280,2015-09-01T00:00:00,1250.0,28,,CA,201601.0,,BMW,PA,WT,730 TREMAINE AVE,00480,54.0,80.58L,PREFERENTIAL PARKING,68.0,6460013.2,1844918.1
3426978,4273708143,2015-12-28T00:00:00,1655.0,,,CA,11.0,,UNK,CM,BN,550 HILL ST S,00604,56.0,80.69B,NO PARKING,73.0,6485190.9,1839963.0
3867011,4294606396,2016-09-30T00:00:00,1944.0,BH422,,CA,201705.0,,TOYT,PA,WT,1801 1ST ST E,00600,56.0,88.13B+,METER EXP.,63.0,6495070.520239,1839645.094696
6861283,4325742186,2018-01-23T00:00:00,1656.0,,,CA,201806.0,,NISS,CM,RD,1915 SPEEDWAY,00903,51.0,80.69B,NO PARKING,73.0,6418655.10044,1817336.801373
5456399,4309837884,2017-06-30T00:00:00,621.0,,,CA,201708.0,,CHEV,PA,SL,10032 SOUTH WESTERN AVENUE,00500,55.0,80.69B,NO PARKING,73.0,6467944.89361925,1802587.8870098
2642439,4264667422,2015-08-14T00:00:00,1709.0,WU1121,,OH,201507.0,,VOLK,PA,GN,311 BOYLSTON ST S,00600,56.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
8191214,4338743371,2018-09-26T00:00:00,1709.0,PR734,,CA,201811.0,,TOYT,PA,SL,1200 LA JOLLA AV S,00407,51.0,88.13B+,METER EXP.,63.0,6448594.7922169985,1842620.073318
6940860,4326080415,2018-02-02T00:00:00,1109.0,ED692,,CA,201812.0,,LINC,PA,BK,900 TOWNE AVE S,00612,56.0,88.13B+,METER EXP.,63.0,6486363.621986,1835459.549754
6987941,4326746970,2018-02-20T00:00:00,842.0,,,CA,201807.0,,TOYT,PA,OT,300 LAVETA TER,645A,56.0,80.61,STANDNG IN ALLEY,68.0,6482844.949188,1846364.24028
969935,4283171981,2016-06-06T00:00:00,828.0,,,CA,201608.0,,ACUR,PA,GY,5854 VAN NESS AVE S,00543,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
3291924,4271873406,2015-12-03T00:00:00,907.0,,,CA,201608.0,,HOND,PA,GN,1038 HARRISON AVE,00162,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424946.0,1818855.4
3016509,1111576690,2015-10-02T00:00:00,2147.0,,,IL,201512.0,,CHEV,PA,RE,W OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
7640613,4328575506,2018-06-11T00:00:00,1038.0,,,CA,200701.0,,OTHR,TR,WT,10880 DORA ST,00321,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6450439.007111,1905943.1662720002
4483525,4298513505,2017-01-25T00:00:00,451.0,,,CA,,,TOYT,PA,GY,4602 FERN PL,00600,56.0,22502A,18 IN. CURB/2 WAY,63.0,6503721.264467,1852398.913465
7869552,4336569274,2018-07-21T00:00:00,935.0,,,CA,201804.0,,HOND,PA,GY,3515 JASMINE AVE,00142,51.0,5204A-,DISPLAY OF TABS,25.0,6438581.041081,1832579.6034509998
3735733,4293407112,2016-09-11T00:00:00,1822.0,,,CA,201609.0,,FORD,PA,SL,2510 FOLSOM ST,00600,56.0,22500H,DOUBLE PARKING,68.0,6499688.7,1839793.2
8018439,4339228331,2018-08-21T00:00:00,1403.0,,,CA,201906.0,,CHEV,PA,GY,741 OGDEN DR,103R,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
5882977,4314464464,2017-08-10T00:00:00,1301.0,,,CA,201805.0,,LEXS,PA,GY,600 9TH ST W,00600,56.0,5200,DISPLAY OF PLATES,25.0,6482791.7088870015,1838905.824255
8358461,4341305076,2018-10-28T00:00:00,1748.0,,,CA,201808.0,,MAZD,PA,BK,18719 MIRANDA ST,00300,53.0,5204A-,DISPLAY OF TABS,25.0,6397915.4778769985,1886756.182143
5982195,4316148782,2017-08-31T00:00:00,827.0,,,CA,201805.0,,TOYT,PA,SL,10624 MOORPARK STREET,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452031.59119,1877304.806763
6283899,4318872762,2017-10-11T00:00:00,1442.0,PW471,,CA,201805.0,,TOYT,VN,BL,2401 MILITARY AV,00146,51.0,88.13B+,METER EXP.,63.0,6430532.013453,1836510.552822
257719,4276057100,2016-02-10T00:00:00,1210.0,,,CA,201701.0,,HOND,PA,MR,170 ALEXANDRIA AVE N,00456,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471297.3,1849654.2
3682566,4291611785,2016-08-29T00:00:00,1210.0,,,CA,201708.0,,TRIU,MC,BK,14342 TIARA STREET,00364,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426990.2,1887628.0
2624316,4264558992,2015-08-12T00:00:00,1159.0,,940.0,CA,201604.0,,LEXS,PA,BK,1400 LIVONIA AVE,00177,51.0,80.69C,PARKED OVER TIME LIM,58.0,6444641.1,1842721.6
2491217,4262711106,2015-07-22T00:00:00,1659.0,SA115,,CA,201512.0,,LEXS,PA,BK,1200 LEMOYNE ST,00641,56.0,88.13B+,METER EXP.,63.0,6482949.8,1850385.3
4043208,4322730786,2017-12-23T00:00:00,47.0,171,,CA,,,AUDI,PA,BK,11851 LA GRANGE AVE,503A,51.0,80.54H1,OVNIGHT PRK W/OUT PE,68.0,6424384.743438,1835552.504612
2974473,4267637533,2015-10-08T00:00:00,854.0,,,CA,201603.0,,VOLK,PA,BK,4513 TOBIAS AVE,00361,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424920.0,1878170.9
1908137,4256349565,2015-04-17T00:00:00,1103.0,,,CA,,,GMC,PU,BL,18620 PLUMMER ST,338,53.0,5204A-,DISPLAY OF TABS,25.0,6398726.3,1911163.7
1892463,4256041974,2015-04-15T00:00:00,1333.0,CT570,,CA,201506.0,,MNNI,PA,WT,701 NEW HIGH ST,00651,56.0,88.13B+,METER EXP.,63.0,6489398.7,1844342.6
4595363,4301316736,2017-01-20T00:00:00,904.0,WW1188,,CA,201706.0,,TOYT,PA,SL,3701 6TH ST W,00473,54.0,88.13B+,METER EXP.,63.0,6469941.646308,1845648.523018
859269,4283446554,2016-05-17T00:00:00,2316.0,,,CA,201610.0,,CHEV,PA,BL,700 47TH ST W,00500,55.0,80.56E4+,RED ZONE,93.0,6475080.7,1822740.9
5618229,4310470080,2017-07-03T00:00:00,820.0,,,CA,201708.0,,HOND,PA,GN,8340 HAZELTINE AVE,00327,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6428639.24709361,1903812.80516681
3180553,4270764934,2015-11-12T00:00:00,708.0,,,CA,,,FORD,PA,GY,2630 W OLYMPIC BLVD,539BH,55.0,80.69AA+,NO STOP/STAND,93.0,99999.0,99999.0
3538455,4288987054,2016-08-06T00:00:00,2146.0,41,,CA,201704.0,,TOYT,PA,GY,170 POINSETTIA PL N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6456088.6,1848678.4
6817518,4324852033,2018-01-12T00:00:00,828.0,,,TX,,,TOYT,PA,BK,10919 STRATHMORE DR,00147,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425571.735858,1847421.112814
5499407,4310490531,2017-06-11T00:00:00,2119.0,,,CA,201707.0,,BMW,PA,BK,900 SERRANO AVE S,00401,54.0,80.56E4+,RED ZONE,93.0,6468807.038912,1842852.682408
3199155,4271396371,2015-11-16T00:00:00,1046.0,,,CA,201608.0,,TOYT,PA,GO,15048 VOSE ST,00361,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422226.3,1894923.5
3516380,4287882620,2016-08-03T00:00:00,1631.0,,,CA,201705.0,,FORD,CM,WT,15236 ACRE ST,00316,53.0,80.69.2,COMM VEH OVER TIME L,78.0,6421166.3,1906393.4
5235787,4307169731,2017-05-15T00:00:00,1546.0,,1333.0,CA,201709.0,,HOND,PA,GN,6000 GUTHRIE AVE,00400,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6448407.189307,1837053.490794
3638364,4291343453,2016-08-22T00:00:00,607.0,,,CA,201604.0,,HOND,PA,GN,14741 LANARK STREET,00309,53.0,5204A-,DISPLAY OF TABS,25.0,6424283.3,1901997.5
8409163,4343069964,2018-11-06T00:00:00,848.0,,,CA,201808.0,,JAGU,PA,GY,14512 DELANO ST,00361,53.0,5204A-,DISPLAY OF TABS,25.0,6425877.79234,1889154.404124
3004090,4268731106,2015-10-14T00:00:00,1551.0,MD537,,CA,201607.0,,DODG,PU,WT,1333 SAN PABLO ST,00672,56.0,88.13B+,METER EXP.,63.0,6499818.8,1844289.8
722354,4281929024,2016-04-26T00:00:00,713.0,,,CA,,,OLDS,PA,RD,1500 2ND ST,00600,56.0,5200,DISPLAY OF PLATES,25.0,6482459.8,1844667.6
8136030,4338893274,2018-09-17T00:00:00,1400.0,C1228,,CA,201901.0,,BMW,PA,GY,900 30TH ST W,00553,55.0,88.13B+,METER EXP.,63.0,6471075.499871,1719811.765118
7872422,4334743744,2018-07-24T00:00:00,814.0,,,CA,201905.0,,LNDR,PA,BL,123 FLORES ST S,478R2,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449297.0451059975,1849599.717339
8530740,4344213064,2018-12-03T00:00:00,2229.0,,,CA,201910.0,,TOYT,PA,GY,408 SPRING ST,00600,56.0,21211B,BLK BIKE PATH OR LANE,93.0,6486419.623583,1840199.211905
6064135,4316425330,2017-09-19T00:00:00,1432.0,SV605,,CA,201806.0,,JEEP,PA,WT,1500 LAS PALMAS AV N,00474,54.0,88.13B+,METER EXP.,63.0,6459850.147488,1858208.220227
4604833,4301431562,2017-01-30T00:00:00,651.0,,,CA,201708.0,,LEXS,PA,SL,5410 ASH ST,00611,56.0,80.56E1,WHITE ZONE,58.0,6501471.303766,1862720.272474
6999349,4326934566,2018-02-27T00:00:00,903.0,BF462,,CA,11.0,,VOLK,PA,BL,101 FAIRFAX AV S,00488,54.0,88.13B+,METER EXP.,63.0,6452216.538251,1850179.684128
1054241,4284969835,2016-06-19T00:00:00,1019.0,W8,,AZ,201705.0,,HOND,PA,BK,6200 98TH ST,00204,51.0,88.13B+,METER EXP.,63.0,6442195.4,1803452.1
